0;134323.0
100;45113.0
200;41573.0
300;41573.0
400;41573.0
500;41573.0
600;41573.0
700;41573.0
800;41573.0
900;41573.0
1000;41573.0
1100;41573.0
1200;41573.0
1300;41573.0
1400;41573.0
1500;41573.0
1600;41573.0
1700;41573.0
1800;41573.0
1900;41573.0
2000;41573.0
2100;41573.0
2200;41573.0
2300;41573.0
2400;41573.0
2500;41573.0
2600;41573.0
2700;41573.0
2800;41573.0
2900;41573.0
3000;41573.0
3100;41573.0
3200;41573.0
3300;41573.0
3400;41573.0
3500;41573.0
3600;41573.0
3700;41573.0
3800;41573.0
3900;41573.0
4000;41573.0
4100;41573.0
4200;41573.0
4300;41573.0
4400;41573.0
