0;173165.0
100;83636.0
200;77747.0
300;68255.0
400;64371.0
500;62204.0
600;50395.0
700;50395.0
800;50395.0
900;47233.0
1000;43203.0
1100;37241.0
1200;37241.0
1300;37241.0
1400;37241.0
1500;37241.0
1600;37241.0
1700;37241.0
1800;37241.0
1900;35881.0
2000;35881.0
2100;35881.0
2200;35881.0
2300;35881.0
2400;35881.0
2500;35881.0
2600;35881.0
2700;35881.0
2800;35881.0
2900;35881.0
3000;35881.0
3100;35881.0
3200;35881.0
3300;35881.0
3400;35881.0
3500;35881.0
3600;35881.0
3700;35881.0
3800;35881.0
3900;35881.0
4000;35881.0
4100;35881.0
4200;35881.0
4300;35881.0
4400;35881.0
