0;128794.0
100;44579.0
200;44579.0
300;44317.0
400;44317.0
500;44317.0
600;44317.0
700;44317.0
800;44317.0
900;44317.0
1000;44317.0
1100;44317.0
1200;44317.0
1300;44317.0
1400;44317.0
1500;44317.0
1600;44317.0
1700;44317.0
1800;44317.0
1900;44317.0
2000;44317.0
2100;44317.0
2200;44317.0
2300;44317.0
2400;44317.0
2500;44317.0
2600;44317.0
2700;44317.0
2800;44317.0
2900;44317.0
3000;44317.0
3100;44317.0
3200;44317.0
3300;44317.0
3400;44317.0
3500;44317.0
3600;44317.0
3700;44317.0
3800;44317.0
3900;44317.0
4000;44317.0
4100;44317.0
4200;44317.0
4300;44317.0
4400;44317.0
