0;147210.0
100;105784.0
200;84224.0
300;67072.0
400;67072.0
500;57624.0
600;52886.0
700;47091.0
800;47091.0
900;47091.0
1000;45627.0
1100;45627.0
1200;45627.0
1300;44971.0
1400;44971.0
1500;44971.0
1600;44947.0
1700;42219.0
1800;42219.0
1900;42219.0
2000;42219.0
2100;42219.0
2200;42219.0
2300;42219.0
2400;42219.0
2500;42219.0
2600;42219.0
2700;42219.0
2800;42219.0
2900;42219.0
3000;42219.0
3100;42219.0
3200;42219.0
3300;42219.0
3400;42219.0
3500;42219.0
3600;42219.0
3700;42219.0
3800;42219.0
3900;42219.0
4000;42219.0
4100;42219.0
4200;42219.0
4300;42219.0
4400;42219.0
