0;137305.0
100;42296.0
200;42296.0
300;42296.0
400;42296.0
500;42296.0
600;42296.0
700;42296.0
800;42296.0
900;42296.0
1000;42296.0
1100;42296.0
1200;42296.0
1300;42296.0
1400;42296.0
1500;42296.0
1600;42296.0
1700;42296.0
1800;42296.0
1900;42296.0
2000;42296.0
2100;42296.0
2200;42296.0
2300;42296.0
2400;42296.0
2500;42296.0
2600;42296.0
2700;42296.0
2800;42296.0
2900;42296.0
3000;42296.0
3100;42296.0
3200;42296.0
3300;42296.0
3400;42296.0
3500;42296.0
3600;42296.0
3700;42296.0
3800;42296.0
3900;42296.0
4000;42296.0
4100;42296.0
4200;42296.0
4300;42296.0
4400;42296.0
