0;153273.0
100;113173.0
200;91004.0
300;68528.0
400;55364.0
500;48882.0
600;47209.0
700;44701.0
800;42673.0
900;42673.0
1000;40193.0
1100;39445.0
1200;37715.0
1300;36965.0
1400;36965.0
1500;36965.0
1600;36965.0
1700;36965.0
1800;36965.0
1900;36965.0
2000;36965.0
2100;36965.0
2200;36965.0
2300;36965.0
2400;36965.0
2500;36965.0
2600;36965.0
2700;36965.0
2800;36965.0
2900;36965.0
3000;36965.0
3100;36965.0
3200;36965.0
3300;36965.0
3400;36965.0
3500;36965.0
3600;36965.0
3700;36965.0
3800;36965.0
3900;36965.0
4000;36965.0
4100;36965.0
4200;36965.0
4300;36965.0
4400;36965.0
