0;151920.0
100;50345.0
200;43752.0
300;43752.0
400;43752.0
500;43752.0
600;43752.0
700;43752.0
800;43752.0
900;43752.0
1000;43752.0
1100;43752.0
1200;43752.0
1300;43752.0
1400;43752.0
1500;43752.0
1600;43752.0
1700;43752.0
1800;43752.0
1900;43752.0
2000;43752.0
2100;43752.0
2200;43752.0
2300;43752.0
2400;43752.0
2500;43752.0
2600;43752.0
2700;43752.0
2800;43752.0
2900;43752.0
3000;43752.0
3100;43752.0
3200;43752.0
3300;43752.0
3400;43752.0
3500;43752.0
3600;43752.0
3700;43752.0
3800;43752.0
3900;43752.0
4000;43752.0
4100;43752.0
4200;43752.0
4300;43752.0
4400;43752.0
