0;138916.0
100;43889.0
200;43889.0
300;43717.0
400;43717.0
500;43717.0
600;43717.0
700;43717.0
800;43717.0
900;43717.0
1000;43717.0
1100;43717.0
1200;43717.0
1300;43717.0
1400;43717.0
1500;43717.0
1600;43717.0
1700;43717.0
1800;43717.0
1900;43717.0
2000;43717.0
2100;43717.0
2200;43717.0
2300;43717.0
2400;43717.0
2500;43717.0
2600;43717.0
2700;43717.0
2800;43717.0
2900;43717.0
3000;43717.0
3100;43717.0
3200;43717.0
3300;43717.0
3400;43717.0
3500;43717.0
3600;43717.0
3700;43717.0
3800;43717.0
3900;43717.0
4000;43717.0
4100;43717.0
4200;43717.0
4300;43717.0
4400;43717.0
