0;146036.0
100;94214.0
200;86776.0
300;71529.0
400;66062.0
500;58864.0
600;56561.0
700;48147.0
800;42459.0
900;42459.0
1000;42221.0
1100;42221.0
1200;41988.0
1300;41988.0
1400;41917.0
1500;41917.0
1600;40681.0
1700;40681.0
1800;40681.0
1900;40681.0
2000;40681.0
2100;40681.0
2200;40681.0
2300;40681.0
2400;40681.0
2500;40681.0
2600;40681.0
2700;38869.0
2800;38869.0
2900;38869.0
3000;38405.0
3100;38405.0
3200;38405.0
3300;38405.0
3400;38405.0
3500;38405.0
3600;38405.0
3700;38405.0
3800;38405.0
3900;38405.0
4000;38405.0
4100;38405.0
4200;38405.0
4300;38405.0
4400;38405.0
