0;147281.0
100;41929.0
200;41929.0
300;36929.0
400;36929.0
500;36929.0
600;36929.0
700;36929.0
800;36929.0
900;36929.0
1000;36929.0
1100;36929.0
1200;36929.0
1300;36929.0
1400;36929.0
1500;36929.0
1600;36929.0
1700;36929.0
1800;36929.0
1900;36929.0
2000;36929.0
2100;36929.0
2200;36929.0
2300;36929.0
2400;36929.0
2500;36929.0
2600;36929.0
2700;36929.0
2800;36929.0
2900;36929.0
3000;36929.0
3100;36929.0
3200;36929.0
3300;36929.0
3400;36929.0
3500;36929.0
3600;36929.0
3700;36929.0
3800;36929.0
3900;36929.0
4000;36929.0
4100;36929.0
4200;36929.0
4300;36929.0
4400;36929.0
